Lng,Lat,Naam,beschrijving
4.9070846912,52.3673638941,Hortusbrug (239),muiderstraat_hoek_nieuwe_herengr in de Muiderstraat over de Nieuwe Herengracht
4.9055504676,52.3651823612,L.H. Sarlouisbrug (240),weesperstraat_hoek_nieuwe_keizer in de Weesperstraat over de Nieuwe Keizersgracht
4.90257858,52.3646189448,Dirk van Nimwegenbrug (241),amstel_hoek_nieuwe_keizersgracht in de Amstel over de Nieuwe Keizersgracht
4.9023747321,52.3635903637,Magere Brug (242),amstel_hoek_lange_kerkstraat in de Kerkstraat over de Binnen Amstel
4.9469315883,52.3517599606,Brug no. 243,kruislaan_over_eerste_molenweter in de Kruislaan over de Eerste Molenwetering
4.8425131914,52.4042011084,Brug no. 244,nieuwe_hemweg3 in de Nieuwe Hemweg over het Tweede Koelwaterkanaal
4.9458050605,52.3442836492,Rinus Michelsbrug (245),park_de_meer10 in de Middenweg over de Tweede Molenwetering
4.9040484306,52.3603832647,Hoge Sluis (246),amstel_hoek_sarphatistraat in de Sarphatistraat over de Binnen Amstel
4.9016451713,52.3585748692,Oudshoornbrug (247),stadhouderskade_hoek_hemonystraa in het Oosteinde over de Singelgracht
4.8992204543,52.358089997,Paleis voor Volksvlijtbrug (248),stadhouderskade_hoek_nic in het Westeinde over de Singelgracht
4.9019563075,52.3730088475,Brug no. 249,rechtboomssloot_hoek_lastageweg in de Brandewijnsteeg over de Recht Boomssloot
4.9034207937,52.3629302904,Jan Vinckbrug (250),amstel_hoek_nieuwe_prinsengracht in de Amstel over de Nieuwe Prinsengracht
4.9066126224,52.3634970041,Dr. D�nnerbrug (251),weesperstraat_hoek_nieuwe_prinse in de Weesperstraat over de Nieuwe Prinsengracht
4.9052286025,52.3620228781,Brug no. 252,korte_amstelstraat_hoek_nieuwe_a in de Onbekendegracht over de Nieuwe Achtergracht
4.9044883128,52.3629663244,Brug no. 253,onbekende_gracht_hoek_nieuwe_pri in de Nieuwe Prinsengracht over de Onbekendegracht
4.929282653,52.3433283336,Brug no. 254,fizeaustraat1 in de Fizeaustraat bij sportpark Drie Burg
4.9057006713,52.3594332111,Tulpbrug (255),prof_tulpplein in het Prof. Tulpplein over de Singelgracht
4.9216437217,52.3523022431,Zuid-Afrikabrug (256),schalkburgerstraat in de Schalk Burgerstraat over de Ringvaart Watergraafsmeer
4.9072670814,52.3623996039,Dr. Meijer de Hondbrug (257),nieuwe_achtergracht_hoek_weesper in de Weesperstraat over de Nieuwe Achtergracht
4.9108773347,52.3643159417,Ben Polakbrug (258),nieuwe_prinsengracht_hoek_roeter in de Roetersstraat over de Nieuwe Prinsengracht
4.9106681224,52.3652265825,Lau Mazirelbrug (259),plantage_kerklaan_hoek_plantage_ in de Nieuwe Kerkstraat over de Plantage Muidergracht
4.9106466647,52.3630547715,Halverstadbrug (260),nieuwe_achtergracht_hoek_roeters Halverstadbrug in de Roetersstraat over de Nieuwe Achtergrach
4.9394374963,52.366574493,Veebrug (261),veelaan in de veelaan over het Lozingskanaal
4.9394160386,52.3673213127,Slachthuisbrug (262),veelaan2 in de Veelaan over de Nieuwe Vaart
4.9083346006,52.360578187,Weesperpoort (263),weesperstraat_hoek_rhijnspoorple in het Rhijnspoorplein over de Singelgracht
4.9186181899,52.363916302,Artisbrug (264),plantage_middenlaan in de Plantage Middenlaan over de Plantage Muidergracht
4.9199700233,52.3632447682,Muiderpoortbrug (265),alexanderplein in het Alexanderplein over de Singelgracht
4.8599797365,52.364605842,Kinkerbrug (266),kinkerbrug in de Kinkerstraat over de Kostverlorenvaart
4.9309831735,52.3422763155,Brug no. 267,fizeaustraat in de Fizeaustraat bij de Kruislaan
4.9194979545,52.371710261,Kippebrug (270),wittenburgerkade in de Wittenburgerkade over de Kattenburgervaart
4.9453973647,52.3527069026,Brug no. 271,rutherfordstraat_over_molenweter in de Rutherfordstraat over de Molenwetering
4.9211716529,52.3751556074,Mariniersbrug (272),kattenburgerstraat1 in de Kattenburgerstraat over de Dijksgracht
4.9286872026,52.3409653545,Brug no. 273,von_guerickestraat in de Von Guerickestraat bij Sportpark Drie Burg
4.9144554015,52.3708914604,Kattenburgerbrug (274),oostenburgergracht_hoek_nieuwe_v in het Kattenburgerplein over de Nieuwe Vaart
4.8422288772,52.4044498377,Brug no. 275,nieuwe_hemweg4 in de Nieuwe Hemweg over het Tweede Koelwaterkanaal
4.9189025041,52.3692767413,Pelikaanbrug (277),overhaalsgang in de Kleine Wittenburgerstraat over de Nieuwe Vaart
4.9116659042,52.3703019146,Scharrebiersluis (278),schippersgracht_hoek_kadijksplei in het Kadijksplein over de Nieuwe Herengracht
4.9078035232,52.3727124522,Kikkerbilsluis (279),oude_schans1 in de Prins Hendrikkade over de Oudeschans
4.9058937904,52.3722801372,Montelbaansbrug (280),oude_schans in de Oudeschans over de Waalseilandgracht
4.9073743697,52.3715203006,Peperbrug (281),rapenburgwal_hoek_peperstraat in de Peperstraat over de Rapenburgwal
4.9034476157,52.3736491202,Waalseilandbrug (283),buiten_bantammerstraat in de Buiten Bantammerstraat over de Waalseilandgracht
4.902219164,52.377169635,Kamperbrug (285),stationssplein bij de Schreierstoren over het Open Havenfront
4.9040323373,52.3710486713,Keizersbrug (286),oudeschans_hoek_korte_koningsstr in de Korte Koningsstraat over de Oudeschans
4.9010604497,52.3696042753,Sint Anthoniesluis (287),sint_antoniestraat_hoek_jodenbre in de Sint Anthoniebreestraat over de Zwanenburgwal
4.904477584,52.3716021802,Lastagebrug (288),oude_schans_hoek_rechtboomssloot in de Oudeschans over de Recht Boomssloot
4.9012750264,52.3705311834,Snoekjesbrug (289),snoekjesgracht_hoek_snoekjesstee in de Snoekjessteeg over de Snoekjesgracht
4.9016237136,52.3709798916,Brug no. 290,kromboomssloot_hoek_korte_dijkst in de Dijkstraat over de Krom Boomssloot
4.9029648181,52.3695747973,Steenvoetsluis (291),houtkopersburgwal_hoek_nieuwe_ui in de Nieuwe Uilenburgerstraat over de Houtkopersburgwal
4.902514207,52.3720083006,Schottenburchsbrug (292),kromboomssloot_hoek_korte_koning in de Koningsstraat over de Krom Boomssloot
4.9022728082,52.371526851,Armeenschebrug (293),kromboomssloot_hoek_korte_keizer in de Keizersstraat over de Krom Boomssloot
4.9048852798,52.3759579546,Brug no. 294,prins_hendrikkade_hoek_stationsp in de Oosterdokskade over de westelijke toegang tot het Oosterdok
4.9027556058,52.3724668192,Boomsbrug (295),rechtboomsloot in de Recht Boomssloot over de Krom Boomssloot
4.9029540893,52.3724733694,Boomsluis (296),rechtboomssloot_hoek_kromboomssl in de Krom Boomssloot over de Recht Boomssloot
4.9012642976,52.3733871171,Gelderschebrug (297),rechtboomsloot_hoek_geldersekade in Geldersekade over de Recht Boomssloot
4.9012535688,52.3741698465,Bantammerbrug (298),geldersekade_hoek_binnen_bantamm in de Binnen Bantammerstraat over de Geldersekade
4.9026054021,52.3764426307,Hoofdbrug (299),prins_hendrikkade1 in de Prins Hendrikkade over de Geldersekade
4.9034905311,52.3753128031,Kraansluis (300),prins_hendrikkade in Prins Hendrikkade over de Waalseilandgracht
4.9023425456,52.3766325699,Kolkswaterkering (301),prins_hendrikkade_brug_301 in de Prins Hendrikkade over de Oudezijdskolk
4.9006098386,52.3758171355,Kolksluis (302),zeedijk_hoek_o_z_kolk in de Zeedijk over de Oudezijds Kolk
4.8987591144,52.3768519815,Nieuwe Brug (303),damrak in de Prins Hendrikkade over het Damrak
4.9353551742,52.3515502545,Brug no. 304,linnaeushof_naast_cygnus_lyceum in de Linnaeushof over de Molenwetering
4.840801942,52.3520466667,Brug no. 305,delflandlaan in de Delflandlaan over de Slotervaart
4.899048793,52.3777820122,Stationsbrug (306),damrak1 in het Damrak over het Open Havenfront
4.8465525981,52.342384468,Riekerhavenbrug (307),jaagpad in het Jaagpad over de Riekerhaven
4.906017172,52.4172934863,Meerbrug (308),kadoelenweg in de Kadoelenweg bij de Stoombootweg
4.9125671264,52.3385137531,Brug no. 311,korte_ouderkerkerdijk in de Korte Ouderkerkerdijk over de Haven van de Zuidergasfabriek
4.9036246415,52.4178120621,Brug no. 312,eudornastraat in de Eudorinastraat bij de Stoombootweg
4.8893713828,52.3814495481,Eenhoornsluis (313),korte_prinsengracht_hoek_haarlem in de Haarlemmerdijk over de Korte Prinsengracht
4.8932981368,52.3831391317,Westerdok-sluis (314),westerdoksdijk in de Westerdoksdijk bij de Westerdokskade
4.8883843299,52.3855620652,Galgenbrug (315),bickersgracht in de Galgenstraat over de Bickersgracht
4.8899078246,52.3871336267,Zandhoeksbrug (316),realengracht_hoek_grote_bickerss in de Zandhoek over de Realengracht
4.8901224014,52.3884006574,Petemayenbrug (317),zoutkeetsgracht_hoek_bokkinghang in de Bokkinghangen over de Zoutkeetsgracht
4.885728943,52.3881485637,Zoutkeetsbrug (318),planciusstraat_hoek_korte_zoutke in de Planciusstraat over de Zoutkeetsgracht
4.8872148868,52.3869208144,Drieharingenbrug (320),realengracht_hoek_vierwindendwar in de Vierwindendwarsstraat over de Realengracht
4.8859006044,52.3856799343,Sloterdijkerbrug (321),prinseneiland_hoek_galgenstraat in de Sloterdijkstraat over de Prinseneilandgracht
4.8373418924,52.3762412288,Camera Obscurabrug (322),leeuwendalersweg in de Leeuwendalersweg over de Erasmusgracht
4.9017095443,52.4181719534,Brug no. 323,pandorinastraat in de Pandorinastraat bij de Stoombootweg
4.8698395368,52.3754045003,Beltbrug (324),tweede_hugo_de_grootstraat in de Tweede Hugo de Grootstraat over de Kostverlorenvaart
4.905786502,52.3590908592,Brug no. 325,mauritskade in de Mauritskade over de Weesperzijde
4.9187254783,52.3674113888,Brug no. 327,oud_entrepotdok in het Oud Entrepotdok over de Entrepotdoksluis
4.9322974559,52.366530273,Brug no. 328,zeeburgerpad in de Celebesstraat van het Lozingskanaal
4.8359095928,52.4071383146,Brug no. 330,nieuwe_hemweg5 in de Nieuwe Hemweg over het Koelwaterkanaal
4.8347401496,52.4061598131,Brug no. 331,westhavenweg2 in de Westhavenweg over het Koelwaterkanaal
4.9325603124,52.3672476139,Brug no. 332,cruquiuskade in de Cruquiuskade over de Nieuwe Vaart
4.9420446035,52.3477344116,Brug no. 333,teslastraat in de Teslastraat bij de Hertzstraat
4.9501395103,52.3469299132,Heinz Stuybrug (334),park_de_meer11 in de Radioweg over de Tweede Molenwetering
4.9391102668,52.3536145062,Brug no. 335,Galil in de Radioweg over de Molenwetering
4.9410199996,52.3548857751,Brug no. 336,archimedesweg in de Archimedesweg over de Molenwetering
4.9410199996,52.3548857751,Brug no. 337,galileiplantsoen in het Galile�plantsoen over de Molenwetering
4.9438524123,52.3532606413,Brug no. 338,joh_v_d_waalstraat in de Johannes van der Waalsstraat over de Molenwetering
4.9882858869,52.3779424733,Brug no. 339,kerkepad_in_durgerdam in het Kerkepad in Durgerdam over de Binnenbermsloot
4.9131357547,52.3485454491,Schollenbrug (340),schollenbrugstraat in de Weesperzijde over de Ringvaart Watergraafsmeer
4.9452739831,52.3445097758,Brug no. 341,zaaiersweg in de Zaaiersweg over de Molenwetering
4.9504721042,52.3620703785,Brug no. 342,flevopark2 in het Flevopark bij het Nieuwe Diep
4.9941491958,52.3932589081,Brug no. 343,dorpsweg_te_ransdorp in de Dorpsweg van Ransdorp over het Achter Twiske
4.9942403909,52.3938841563,Brug no. 344,ransdorp in de Dorpsweg van Ransdorp over de Kerkelandersloot
4.8840981599,52.3884595881,IJszeebrug (345),houtmankade1 in de Houtmankade over de Van Noordgracht
4.8855358239,52.3904500925,Westerkeersluis (346),tasmanstraat in de Tasmanstraat over het Westerkanaal
4.8801606771,52.3851339687,Een Honderd Roebrug (347),haarlemmerweg_hoek_de_wittenkade in de Haarlemmerweg over de Kostverlorenvaart
4.852351534,52.350967004,Zeilstraatbrug (348),zeilstraat_hoek_schinkelkade in de Zeilstraat over de Schinkel
4.8845273134,52.3893762789,Noordpoolbrug (349),houtmankade2 in de houtmankade over de Le Mairegracht s
4.9048852798,52.3589205013,Torontobrug (350),stadhouderskade_hoek_weesperzijd in de Stadhouderskade over de Amstel
4.9636256572,52.4065263446,Postje van Gerrit Vreling (351),zunderdorpergouw2 in de Zunderdorpergouw over de Nieuwe Gouw
4.9341267225,52.3684922874,Jaap Hannisbrug (352),cruquiusweg in de Cruquiusweg over de Nieuwe Entrepotdoksluis
4.9252968904,52.3672312364,Dageraadsbrug (353),hoogte_kadijk_hoek_nieuwe_vaart in de Sarphatistraat over de Nieuwe Vaart
4.9263805028,52.3661797871,Oosterbeerbrug (354),zeeburgerstraat_hoek_funenkade in de Zeeburgerstraat over de Singelgracht
4.9331772205,52.356781143,Evert van der Wallbrug (355),linnaeuskade_ringdijk in de Mr. P.N. Arntzeniusweg over de Ringvaat Watergraafsmeer
4.9000680324,52.401548455,Langebrug (356),klaprozenweg in de Klaprozenweg over het Zijkanaal I
4.9139082309,52.3867358305,Gerben Wagenaarbrug (357),kraaienplein in het Kraaienplein over het Noordhollandsch Kanaal
4.8580753681,52.3647679888,Machineslootbrug (358),machineslootbrug in de Postjesweg over de Admiralengracht
4.856508958,52.3711223637,Molenslootbrug (359),admiralengracht_JEverts in de Jan Evertsenstraat over de Admiralengracht
4.8534834262,52.3547956735,Theophile de Bockbrug (360),schinkelhavenstraat_hoek_schinke in de Theophile de Bockstraat over de Schinkel
4.8518097278,52.3997401082,Brug no. 361,nieuwe_hemweg in de Nieuwe Hemweg over het Tweede Koelwaterkanaal
4.9330484744,52.3906808935,Brug no. 362,nieuwendammerkade in de Nieuwendammerkade bij het W.H. Vliegenbos
4.8965704318,52.4163544724,Brug no. 363,zuideinde in het Zuideinde over het Twiske
4.9156892177,52.4013275298,Buiksloter Kerkepadbrug (364),kerkepad in het Kerkepad van Buiksloot over de Binnenbermsloot
4.9235695478,52.3972263012,Passagebrug (366),schoolpad in het Schoolpad van Buitsloot over de Ringsloot Buikslotermeer
4.9235695478,52.3953212114,Brug no. 367,buiksloterdijk6 in de Buiksloterdijk bij het Volewijkspark
4.9383914348,52.3911555869,Brug no. 368,nieuwendammerdijk in de Nieuwendammerdijk over de Schutsluis Nieuwendam
4.9060225364,52.3888737383,Brug no. 371,grasweg in de Grasweg over het Buiksloterkanaal
4.8985069867,52.4196703782,Molenpadsbrug (372),adriaan_loosjesstraat in de Adriaan Loosjesstraat over het Twiske
4.9594467755,52.4028592556,Brug no. 373,zunderdorpergouw1 in de Zunderdorpergouw over de Ringsloot Buikslotermeer
4.9659860011,52.4059634556,Los Postje (374),zunderdorp in het Achtergouwtje van Zunderdorp over de Nieuwe Gouw
4.9648702022,52.4079793505,Bakkersbrug (375),middenlaan_te_zunderdorp in de Middenlaan van Zunderdorp over het Zwet
4.9637544032,52.3834829344,Brug no. 376,wijkergouw_schellingwoude in de Wijkergouw over de Weersloot 
4.9649935838,52.3835091288,Brug no. 377, Schellingwouder Kerkepadbrug in het Kerkepad van Schellingwoude over de Binnenbermsloot
4.9665760871,52.3817638941,Brug no. 378,liergouw3 in de Liergouw over de Binnenbermsloot
4.9871647235,52.3886936735,Wipbrug (379),liergouw2 in de Liergouw over de Zwanekesloot
4.9952864524,52.3906579772,Gerrit Werfbrug (380),liergouw in de Liergouw over de Gerrit Werfsloot
4.8556506511,52.3743450581,Vier Windstrekenbrug (381),vierwindstrekenbrug in Jan van Galenstraat over de Admiralengracht
4.8644214746,52.375429062,Jan van Galenbrug (382),jan_van_galenstraat in de Jan van Galenstraat over het Westelijk Marktkanaal
4.8626619455,52.3775904406,Anna van Saksenbrug (383),willem_de_zwijgerlaan in de Willem de Zwijgerlaan over De Rijpgracht
4.9156892177,52.4013275298,Brug no. 385,westlandgracht_hoek_heemstedestr in de Heemstedestraat over de Westlandgracht
4.8488163825,52.3580768923,Brug no. 386,westlandgracht_hoek_surinameplei in de Cornelis Lelylaan over de Westlandgracht
4.8958945152,52.379625642,Wagon Litsbrug(387),fietsbrug in de Prins Hendrikkade over het Open Havenfront
4.8520189401,52.3998317547,Brug no. 388,nieuwe_hemweg6 in de Nieuwe Hemweg over het Tweede Koelwaterkanaal
4.9231940385,52.3737359083,Zebrabrug (389),kattenburgerstraat in de Derde Wittenburgerdwarsstraat over de Kattenburgervaart
4.8361188051,52.407231582,Brug no. 390,nieuwe_hemweg7 in de Nieuwe Hemweg over het Koelwaterkanaal
4.834718692,52.4062318106,Brug no. 391,westhavenweg1 in de Westhavenweg over het Koelwaterkanaal
4.8455870029,52.3495563579,Brug no. 392,westlandgracht_hoek_rietwijkerst in de Rietwijkerstraat over de Westlandgracht
4.8539447662,52.3765441501,Wil de Graaffbrug (393),wil_de_graaffbrug in het Wachterliedplantsoen over de Erasmusgracht
4.8533224937,52.375902282,Lof der Zotheidbrug (394),erasmuspark in het Erasmuspark over een sierwater
4.8496961471,52.3741076217,Geert Geertsenbrug (395),hondiusstraat in het Erasmuspark bij de Hondiusstraat
4.8522925254,52.37362947,Desideriusbrug (396),vespuccistraat in het Erasmuspark bij de Vespuccistraat
4.8474055406,52.3851609807,Zoutmanbrug (397),haarlemmerweg3 in de Admiraal de Ruijterweg over de Haarlemmervaart
4.9670588847,52.4073641196,Brug no. 398,torenven in de Torenven in Zunderdorp over de Achterlaansloot
4.8904871818,52.4085929365,Brug no. 399,kometensingel in de Kometensingel over de Meteorensingel
4.909777629,52.3498660158,P.L. Kramerbrug (400),amsteldijk_hoek_amstelkade in de Amsteldijk over het Amstelkanaal
4.9041449901,52.3491156242,Ernst Cahn en Alfred Kohnbrug (401),van_woustraat in de Van Woustraat over het Amstelkanaal
4.8997998115,52.3484405886,Han van Zomerenbrug (402),amstelkade_70 in de Pieter Lodewijk Takstraat over het Amstelkanaal
4.8952400562,52.3480145899,Maasbrug (403),amstelkade_hoek_2e_v in de Tweede van der Helststraat over het Amstelkanaal
4.8912650224,52.3482243128,Brug no. 404,amstelkade_hoek_ferdinand_bolstr in de Ferdinand Bolstraat over het Amstelkanaal
4.8847687122,52.3495579963,Mozartbrug (405),stadionweg_over_noorder_amstelka in de Stadionweg over het Noorder Amstelkanaal
4.8864316818,52.3497939263,Boerenweteringbrug (406),ruysdaelkade_hoek_van_hillegaert in de Hilligaertstraat over de Boerenwetering
4.8790395137,52.3511832663,Timo Smeehuyzenbrug (407),jmcoenenstraat in de J.M. Coenenstraat over het Noorder Amstelkanaal
4.8733103153,52.3521466038,Schildersbrug (408),reinier_vinkeleskade_hoek_breitn in de Cornelis Schuytstraat over het Noorder Amstelkanaal
4.8705583688,52.3521072843,Muziekbrug (409),jan_van_goyenkade_hoek_w in de Emmastraat over het Noorder Amstelkanaal
4.8652958747,52.3507048664,Lyceumbrug (410),jan_van_goyenkade_hoek_olympiapl in het Olympiaplein in de Noorder Amstelkanaal
4.8601299402,52.3487617233,Godenbrug (411),bernard_kochstraat in de Bernard Kochstraat in het Noorder Amstelkanaal
4.8574638244,52.3422959796,Stadionbrug (413),stadionkade_hoek_amstelveenseweg in de Amstelveenseweg over het Zuider Amstelkanaal
4.8653817054,52.3433578291,Brug no. 414,voetgangersbrug_bij_achillesstra in de Achillesstraat over het Zuider Amstelkanaal
4.8679566261,52.3439772295,Parnassusbrug (415),stadionkade_hoek_achillesstraat in de Parnassusweg over het Zuider Amstelkanaal
4.8727524158,52.3444327618,Brug no. 416,stadionkade_hoek_minervalaan in de Minervalaan over het Zuider Amstelkanaal
4.8766040679,52.3445851511,Beethovenbrug (417),stadionkade_hoek_beethovenstraat in de Beethovenstraat over het Zuider Amstelkanaal
4.8814105865,52.3460926295,Brug no. 418,bernhard_zweerskade_hoek_diepenb in de Diepenbrockstraat over het Zuider Amstelkanaal
4.8845594999,52.3476508493,Hildo Kropbrug (419),churchilllaan in de Apollolaan over het Zuider Amstelkanaal
4.8861098167,52.3473886921,Kindertjesbrug (420),apollolaan in de Churchilllaan over de Boerenwetering
4.8604678985,52.3425319484,Brug no. 421,stadionkade_hoek_jasonstraat in de Jasonstraat over het Zuider Amstelkanaal
4.8857021209,52.3444933899,Prinsessebrug (422),wielingenstraat in de Wielingenstraat over de Boerenwetering
4.912856805,52.3473477299,Berlagebrug (423),amsteldijk_hoek_vrijheidslaan in de Vrijheidslaan over de Amstel
4.9060332652,52.3360734881,Zorgvliedbrug (424),amsteldijk in de Amsteldijk over de Kleine Wetering
4.9085652705,52.360124459,Brug no. 425,rhijnspoorplein in het Rhijnspoorplein over de Mauritskade
4.955654132,52.3438887442,Velibor Vasovicbrug (426),oosterringdijk in de Diemerkade over de A10
4.9164938804,52.3500233015,Boerenoorlogbrug (427),wibautstraat in de Wibautstraat over de Ringdijk
4.9188595887,52.3424729563,Omvalbrug (429),spaklerweg in de Spaklerweg over de Weespertrekvaart
4.883599269,52.3441492836,Brug no. 430,beatrixpark1 in het Beatrixpark over een sierwater
4.8783689615,52.3443000353,Brug no. 431,ingang_beatrixpark ingang van het Beatrixpark bij de Cornelis Dopperkade
4.9365997192,52.3937073855,Nollewoudsbrug (432),purmerweg in de Purmerweg over de Ringsloot Buikslotermeer
4.8829179879,52.343795343,Brug no. 433,beatrixpark3 in het Beatrixpark over een sierwater
4.9229097244,52.3435216925,Barometerbrug (434),torricellistraat in de Torricellistraat over de Fahrenheitsingel
4.9242293712,52.3442394069,Thermometerbrug (435),von_guerickestraat1 in de Von Guerickestraat over de Fahrenheitsingel
4.9260908242,52.3453536438,Brug no. 436,fizeaustraat_hoek_fahrenheitsing in de Fizeaustraat over de Fahrenheitsingel
4.9130177375,52.3920083853,Brug no. 437,johan_van_hasseltweg in de Johan van Hasseltweg over het Mosplein
4.9123149987,52.3917661333,Brug no. 438,van_der_pekstraat in de Van der Pekstraat over het Mosplein
4.9093752977,52.3388218495,Utrechtsebrug (439),presedent_kennedylaan_hoek_rijns in de Nieuwe Utrechtseweg over de Amstel
4.8825907584,52.4123658942,Brug no. 440,plejadenweg in de Plejadenweg over de Oostertocht
4.9263161298,52.3460385578,Brug no. 441,hugo_de_vrieslaan2 in de Hugo de Vrieslaan bij de Fizeaustraat
4.9286764737,52.3465366704,Brug no. 442,hugo_de_vrieslaan4 in de Hugo de Vrieslaan bij het Darwinplantsoen
4.9330162879,52.3439510117,Brug no. 443,kruislaan3 in de Kruislaan bij het Darwinplantsoen
4.9341052648,52.3687706964,Brug no. 445,toegang_stadsdeelkantoor toegang Stadsdeelkantoor over de Nieuwe Entrepotdoksluis
4.9287783977,52.347860574,Brug no. 448,nobelweg in de Nobelweg bij de Hugo de Vrieslaan
4.8782563087,52.342523755,Brug no. 449,willem_landrestraat in het Beatrixpark bij de Willem Landr�straat
4.8720443126,52.359703487,Brug no. 450,vondelpark3 in het Vondelpark bij het Theehuis
4.8715829726,52.3589286916,Brug no. 451,vondelpark2 toegang tot de Muziektent in het Vondelpark
4.8721194145,52.3585650408,Brug no. 452,vondelpark1 in het Vondelpark bij Theehuis
4.8629087087,52.3568810694,Hulstbrug (453),vondelpark4 in het Vondelpark bij het Rosarium
4.8617768165,52.3556590033,Willemsbrug (454),emmalaan in het Vondelpark bij de Emmalaan
4.8594325658,52.3565894803,Brandbrug (455),vondelpark5 in het Vondelpark bij de Brandplaats
4.9238002177,52.3486830783,Brug no. 456,kamerlingh_onneslaan in de Gooiseweg bij de Kamerlingh Onneslaan
4.9274694797,52.3465759948,Brug no. 457,hugo_de_vrieslaan3 in de Gooiseweg bij de Hugo de Vrieslaan
4.9326354142,52.3431153101,Brug no. 458,kruislaan in de Gooiseweg bij de Kruislaan
4.9472534534,52.3647565239,Brug no. 459,kramatweg_bij_flevohuis in de Kramatweg bij het Flevohuis
4.9468672153,52.3628467568,Brug no. 460,james_wattstraat in de Gooiseweg bij de James Wattstraat
4.9481010314,52.3656966362,Brug no. 461,zeeburgerdijk in de Zeeburgerdijk bij de Flevoweg
4.9478113528,52.3647597995,Brug no. 462,flevoweg2 in de Flevoweg bij de Kramatweg
4.8654675361,52.3854507442,Van Slingelandtbrug (463),haarlemmerweg in de Van Slingelandtlaan over de Haarlemmervaart
4.9045067179,52.3662417094,Brug no. 464,nieuwe_herengracht in de Weesperstraat over de Nieuwe Herengracht
4.9084311601,52.360830438,Brug no. 465,weesperplein in het Weesperplein bij de Spinozastraat
4.8431086418,52.3721867959,Brug no. 466,jan_van_galenstraat1 in de Jan van Galenstraat bij de James Rosskade
4.9501096356,52.386190383,Witte Boogbrug (469),monnickendammerweg in de Monnikendammerweg bij de Zuiderzeeweg
4.9544846889,52.3870190355,Brug no. 470,zuiderzeeweg2 in de Zuiderzeeweg over de Schellingwouderbreek
4.9693763133,52.3871892851,Brug no. 471,zuiderzeeweg in de Zuiderzeeweg over de Weersloot
4.9468672153,52.3628467568,Brug no. 472,flevoweg1 in de Flevoweg bij het Javaplantsoen
4.8803162452,52.4184844021,Brug no. 473,melkweg in de Melkweg bij het Virgohof
4.8824351903,52.4166947446,Brug no. 474,dierenriem_tuindorp_oostzaan in de Dierenriem over de Kometensingel
4.8816466209,52.4160141976,Brug no. 475,meteorenweg2 in het Neptunusplein over de Kometensingel
4.8798173543,52.4145418245,Brug no. 476,vegastraat_tuindorp_oostzaan in de Vegastraat over de Kometensingel
4.9278288957,52.3455797649,Brug no. 478,fahrenheitstraat in de Fahrenheitstraat over de Fahrenheitsingel
4.930296528,52.3439051304,Brug no. 479,zwaardemakerstraat in de Zwaardemakerstraat over de Fahrenheitsingel
4.9309241649,52.3441345361,Brug no. 480,gooiseweg in de Gooiseweg bij het Darwinplantsoen
4.8917317268,52.3329545383,Brug no. 482,amstelpark6 bij het Doolhof in het Amstelpark
4.9121379729,52.4135340385,Brug no. 483,sportpark_kadoelen in het Sportpark Kadoelen over de Nieuwe Gouw
4.9109041568,52.3774971105,Oosterdoksdoorgang (485),de_ruyterkade2 in de De Ruijterkade over de Oosterdoksdoorgang
4.9046707031,52.3783911062,Brug no. 486,de_ruyterkade1 in de De Ruijterkade over de Oostertoegang
4.912819254,52.3710617722,Kortjewantsbrug (487),prins_hendrikkade_hoek_schippers in de Prins Hendrikkade over de Schippersgracht
4.8753380653,52.4176043053,Brug no. 488,coentunnelcircuit in het Coentunnelcircuit bij de Meteorenweg
4.8382162925,52.3788233614,Brug no. 489,bos_en_lommerweg in de Bos en Lommerweg bij de Leeuwendalersweg
4.9188971397,52.3895858056,Brug no. 490,johan_van_hasseltweg5 in de Johan van Hasseltweg over de Nieuwe Leeuwarderweg
4.9182426807,52.3897429499,Meeuwenpleinbrug (491),johan_van_hasseltweg3 in de Johan van Hasseltweg over het Noordhollandsch Kanaal
4.8805469152,52.4151471394,Brug no. 492,meteorenweg in de Meteorenweg over de Kometensingel
4.9191814538,52.389467947,Brug no. 493,johan_van_hasseltweg4 in de Johan van Hasseltweg over de Adelaarsweg
4.9160110828,52.3906170551,Brug no. 494,johan_van_hasseltweg2 in de Johan van Hasseltweg bij de Wingerdweg
4.9003094312,52.3726453126,Bijleveldschesluis (495),kloveniersburgwal_hoek_nieuwmark in de Nieuwmarkt over de Kloveniersburgwal
4.8818987485,52.3420649257,Brug no. 496,beatrixpark2 in het Beatrixpark
4.8854929086,52.3425761924,Brug no. 497,beatrixpark in het Beatrixpark over de Boerenwetering
4.8759335157,52.4172967581,Brug no. 499,meteorenweg3 in de Meteorenweg over de Oostertocht
4.825619722,52.325188351,Brug no. 500,bosbaan16 noordelijk van de Roeibaan in het Amsterdamse Bos
4.8564875003,52.3304074241,Brug no. 501,koenenkade in de Koenenkade over de Hoornsloot
4.8544275638,52.3339084391,Brug no. 502,jachthavenweg3 in de Jachthavenweg bij de IJssloot
4.8567181703,52.3278077085,Jacob Heinenbrug (503),van_nijenrodeweg1 in de Van Nijenrodeweg over de Hoornsloot
4.8429369804,52.3278224614,Brug no. 504,bosbaan4 halverwege de Bosbaan over het Toegangskanaal
